1	1	8
4	1	10
9	1	9
31	1	10
38	1	8
40	1	7
41	1	3
48	1	10
49	1	8
54	1	9
59	1	9
61	1	8
66	1	9
76	1	8
81	1	8
83	1	7
92	1	10
99	1	9
102	1	8
103	1	9
108	1	8
109	1	8
112	1	9
116	1	3
120	1	8
121	1	8
127	1	9
134	1	9
141	1	10
159	1	10
162	1	10
168	1	10
170	1	8
178	1	8
182	1	8
187	1	4
191	1	7
195	1	6
202	1	8
203	1	9
209	1	6
224	1	8
232	1	10
242	1	9
249	1	9
256	1	8
259	1	9
265	1	10
268	1	8
269	1	9
271	1	8
276	1	7
282	1	8
283	1	7
284	1	8
286	1	4
293	1	7
298	1	9
302	1	10
303	1	10
304	1	10
305	1	10
306	1	9
310	1	9
332	1	8
333	1	9
338	1	7
343	1	9
351	1	9
354	1	8
364	1	11
369	1	8
371	1	8
375	1	6
378	1	10
385	1	11
388	1	8
392	1	9
399	1	9
403	1	9
406	1	9
409	1	8
421	1	7
424	1	10
427	1	10
431	1	10
435	1	10
437	1	9
438	1	8
445	1	8
450	1	8
456	1	8
465	1	8
481	1	10
483	1	8
513	1	9
515	1	8
528	1	6
531	1	9
532	1	9
534	1	10
537	1	8
539	1	8
540	1	8
549	1	8
550	1	10
556	1	10
559	1	10
561	1	8
566	1	8
578	1	8
580	1	10
582	1	9
590	1	6
592	1	8
596	1	6
599	1	9
601	1	7
602	1	8
605	1	6
617	1	9
622	1	8
631	1	6
634	1	6
637	1	8
639	1	7
641	1	7
646	1	8
647	1	8
650	1	10
656	1	8
657	1	8
662	1	7
663	1	9
664	1	9
667	1	8
675	1	9
700	1	7
701	1	8
704	1	7
705	1	9
711	1	9
714	1	9
722	1	10
727	1	6
729	1	7
732	1	8
739	1	9
748	1	9
762	1	10
764	1	10
771	1	9
775	1	7
780	1	9
789	1	7
804	1	7
805	1	9
807	1	9
810	1	8
813	1	8
816	1	9
822	1	8
824	1	10
826	1	9
836	1	8
854	1	9
855	1	8
860	1	8
863	1	10
877	1	10
893	1	6
897	1	10
898	1	8
901	1	8
907	1	8
919	1	9
923	1	7
927	1	8
939	1	6
944	1	8
946	1	9
958	1	7
960	1	7
962	1	9
973	1	7
975	1	8
982	1	8
988	1	8
997	1	10
1013	1	8
1016	1	7
1017	1	8
1018	1	11
1031	1	9
1033	1	10
1038	1	10
1039	1	9
1041	1	8
1051	1	8
1060	1	8
1063	1	9
1073	1	8
1081	1	7
1082	1	8
1083	1	7
1085	1	8
1087	1	10
1090	1	7
1092	1	9
1095	1	8
1106	1	10
1126	1	9
1142	1	8
1147	1	9
1149	1	9
1152	1	8
1153	1	9
1161	1	8
1163	1	10
1166	1	9
1175	1	10
1180	1	9
1210	1	9
1219	1	8
1229	1	9
1230	1	9
1236	1	9
1247	1	7
1254	1	8
1255	1	10
1257	1	9
1262	1	8
1269	1	9
1271	1	8
1272	1	9
1276	1	8
1278	1	7
1287	1	9
1288	1	10
1291	1	8
1292	1	8
1295	1	4
1298	1	8
1306	1	9
1314	1	10
1318	1	9
1319	1	9
1322	1	8
1323	1	8
1327	1	10
1328	1	9
1340	1	8
1346	1	7
1349	1	10
1357	1	9
1362	1	9
1366	1	8
1375	1	10
1378	1	9
1384	1	9
1390	1	8
1391	1	8
1392	1	8
1397	1	7
1403	1	9
1407	1	8
1414	1	8
1417	1	10
1424	1	9
1427	1	10
1428	1	6
1449	1	9
1450	1	9
1452	1	11
1454	1	11
1458	1	9
1459	1	8
1461	1	7
1462	1	6
1463	1	7
1464	1	10
1468	1	9
1472	1	8
1474	1	5
1476	1	8
1481	1	7
1482	1	7
1484	1	9
1487	1	8
1494	1	9
1496	1	6
1498	1	9
1504	1	8
1506	1	7
1508	1	6
1509	1	9
1513	1	5
1514	1	9
1516	1	8
1520	1	8
1522	1	10
1524	1	6
1529	1	8
1538	1	8
1545	1	7
1550	1	8
1553	1	9
1554	1	9
1558	1	9
1560	1	9
1570	1	10
1582	1	10
1593	1	9
1594	1	8
1596	1	8
1599	1	9
1602	1	10
1616	1	10
1621	1	9
1628	1	10
1630	1	10
1631	1	8
1633	1	8
1634	1	8
1635	1	8
1641	1	8
1647	1	7
1650	1	8
1661	1	9
1664	1	9
1665	1	10
1668	1	10
1669	1	10
1676	1	8
1677	1	10
1690	1	9
1696	1	9
1699	1	8
1701	1	8
1705	1	10
1707	1	7
1714	1	7
1720	1	10
1727	1	9
1737	1	7
1739	1	10
1746	1	8
1752	1	10
1756	1	10
1759	1	9
1762	1	8
1765	1	4
1770	1	9
1771	1	9
1773	1	8
1774	1	9
1780	1	10
2978	2	3
2981	2	4
2986	2	4
3008	2	4
3015	2	4
3017	2	4
3018	2	4
3025	2	3
3026	2	4
3031	2	3
3034	2	4
3036	2	3
3038	2	2
3043	2	3
3053	2	4
3058	2	4
3060	2	3
3069	2	4
3076	2	3
3079	2	3
3080	2	4
3085	2	3
3086	2	2
3089	2	3
3093	2	3
3097	2	4
3098	2	3
3104	2	4
3111	2	3
3118	2	2
3136	2	4
3139	2	3
3145	2	4
3147	2	2
3155	2	3
3159	2	3
3164	2	3
3168	2	4
3172	2	4
3179	2	3
3180	2	4
3201	2	3
3205	2	3
3209	2	3
3219	2	4
3226	2	3
3233	2	3
3236	2	4
3242	2	4
3245	2	2
3246	2	3
3253	2	4
3259	2	2
3260	2	4
3261	2	4
3263	2	4
3270	2	4
3271	2	4
3275	2	4
3279	2	4
3280	2	3
3281	2	4
3282	2	4
3283	2	3
3287	2	4
3303	2	3
3308	2	4
3309	2	4
3313	2	3
3314	2	4
3319	2	3
3326	2	3
3329	2	2
3339	2	4
3344	2	4
3346	2	3
3350	2	3
3353	2	4
3360	2	3
3363	2	3
3364	2	3
3367	2	4
3378	2	3
3381	2	3
3384	2	4
3386	2	4
3396	2	3
3399	2	4
3402	2	4
3406	2	4
3410	2	3
3412	2	4
3413	2	3
3420	2	4
3424	2	4
3425	2	4
3440	2	4
3442	2	3
3456	2	3
3485	2	4
3488	2	3
3490	2	3
3503	2	3
3505	2	3
3506	2	3
3509	2	4
3513	2	3
3514	2	4
3515	2	3
3524	2	4
3525	2	3
3531	2	4
3534	2	4
3539	2	5
3549	2	4
3551	2	4
3571	2	4
3574	2	4
3577	2	4
3580	2	3
3586	2	3
3590	2	3
3591	2	4
3592	2	3
3597	2	2
3609	2	4
3610	2	3
3618	2	3
3625	2	3
3627	2	3
3628	2	4
3632	2	3
3637	2	4
3638	2	3
3639	2	3
3647	2	4
3650	2	4
3653	2	4
3657	2	4
3676	2	4
3680	2	3
3683	2	4
3703	2	3
3707	2	4
3720	2	3
